t	pi	freq
50320000	0.00039992	0.9998
50340000	0	1
50360000	0.0029955	0.9985
50380000	0	1
50400000	0.00239712	0.9988
50420000	0.193612	0.8914
50440000	0	1
50460000	0.0166589	0.9916
50480000	0.100024	0.9472
50500000	0.0426495	0.9782
50520000	0.398209	0.7256
50540000	0	0
50560000	0	0
50580000	0.384992	0.7398
50600000	0.194707	0.1093
50620000	0	0
50640000	0.18795	0.105
50660000	0.44912	0.6595
50680000	0.021758	0.011
50700000	0.110332	0.0586
50720000	0.236172	0.1368
50740000	0.00179838	0.0009
50760000	0.0172486	0.0087
50780000	0.173406	0.0959
50800000	0.0198	0.01
50820000	0.161171	0.0884
50840000	0.0708915	0.0368
50860000	0.437554	0.3233
50880000	0.00439032	0.0022
50900000	0.338006	0.2154
50920000	0.494716	0.4486
50940000	0.00139902	0.0007
50960000	0.487391	0.4206
50980000	0.0140992	0.0071
51000000	0.061952	0.032
51020000	0.0464671	0.0238
51040000	0.0815705	0.0426
51060000	0.0144934	0.0073
51080000	0.00059982	0.0003
51100000	0.49067	0.5683
51120000	0.448222	0.6609
51140000	0.178879	0.0993
51160000	0.223232	0.872
51180000	0.102346	0.9459
51200000	0.00019998	0.9999
51220000	0.0587638	0.9697
51240000	0.182077	0.8987
51260000	0.28927	0.8246
51280000	0.00578318	0.0029
51300000	0.202162	0.1141
51320000	0.120505	0.0644
51340000	0.00159872	0.9992
51360000	0	1
51380000	0	0
51400000	0.0660607	0.9658
51420000	0.0069755	0.9965
51440000	0.443887	0.6675
51460000	0.0604531	0.0312
51480000	0.00059982	0.0003
51500000	0.0340014	0.0173
51520000	0.0615775	0.0318
51540000	0.499881	0.4923
51560000	0.011928	0.006
51580000	0.306558	0.189
51600000	0.0359302	0.9817
51620000	0.086132	0.9549
51640000	0.200462	0.887
51660000	0	0
51680000	0.297752	0.182
51700000	0	1
51720000	0.274879	0.8355
51740000	0.0476093	0.9756
51760000	0	1
51780000	0.474326	0.3867
51800000	0	0
51820000	0	0
51840000	0.0049875	0.0025
51860000	0.413055	0.7085
51880000	0.00359352	0.9982
51900000	0.2916	0.8228
51920000	0.00518648	0.9974
51940000	0.00279608	0.9986
51960000	0.084128	0.956
51980000	0.00039992	0.9998
52000000	0.322034	0.7983
52020000	0.366252	0.2414
52040000	0.41976	0.2997
52060000	0.0660607	0.0342
52080000	0.425502	0.693
52100000	0.494168	0.554
52120000	0.00776958	0.9961
52140000	0.0428408	0.9781
52160000	0.105373	0.9442
52180000	0.355493	0.7688
52200000	0.497742	0.4664
52220000	0.207388	0.1175
52240000	0.357422	0.233
52260000	0.194707	0.1093
52280000	0.028191	0.0143
52300000	0.0142963	0.9928
52320000	0	1
52340000	0.0089595	0.9955
52360000	0	1
52380000	0.142818	0.9226
52400000	0.205702	0.8836
52420000	0.00219758	0.9989
52440000	0.0115327	0.9942
52460000	0	1
52480000	0.00637952	0.9968
52500000	0.161336	0.9115
52520000	0.499672	0.5128
52540000	0	1
52560000	0.385471	0.7393
52580000	0.448928	0.6598
52600000	0.0621392	0.0321
52620000	0.00119928	0.0006
52640000	0	0
52660000	0.397758	0.2739
52680000	0.406429	0.7163
52700000	0.00019998	0.9999
52720000	0.32465	0.7961
52740000	0	1
52760000	0.399738	0.7239
52780000	0.499999	0.5005
52800000	0.0140992	0.9929
52820000	0	1
52840000	0.00319488	0.9984
52860000	0.499556	0.5149
52880000	0	0
52900000	0	0
52920000	0.0231262	0.0117
52940000	0.478076	0.3953
52960000	0.0451328	0.9769
52980000	0.478988	0.6025
53000000	0.0441785	0.9774
53020000	0.0870413	0.9544
53040000	0.112624	0.9401
53060000	0.269751	0.8393
53080000	0.266619	0.8416
53100000	0.28901	0.8248
53120000	0.109095	0.9421
53140000	0.00439032	0.9978
53160000	0	1
53180000	0.496506	0.5418
53200000	0.461469	0.6388
53220000	0.0863139	0.9548
53240000	0.00319488	0.9984
53260000	0	1
53280000	0.484932	0.4132
53300000	0.497606	0.5346
53320000	0.269344	0.1604
53340000	0.346653	0.2231
53360000	0.431624	0.6849
53380000	0.0131129	0.9934
53400000	0.125368	0.9328
53420000	0.174698	0.9033
53440000	0.2183	0.8753
53460000	0.059515	0.9693
53480000	0.00279608	0.9986
53500000	0.353551	0.7706
53520000	0.173245	0.0958
53540000	0.04856	0.0249
53560000	0.0839456	0.0439
53580000	0	0
53600000	0	0
53620000	0.230475	0.1329
53640000	0.0483699	0.0248
53660000	0.379165	0.2542
53680000	0.158532	0.0868
53700000	0.469149	0.6242
53720000	0.32012	0.2001
53740000	0.442675	0.6693
53760000	0	1
53780000	0.108918	0.9422
53800000	0.0231262	0.9883
53820000	0.0370856	0.9811
53840000	0	1
53860000	0	1
53880000	0.430436	0.6865
53900000	0.00975198	0.9951
53920000	0.00279608	0.9986
53940000	0.0576358	0.9703
53960000	0.018427	0.9907
53980000	0.0176416	0.9911
54000000	0.0341945	0.9826
54020000	0	0
54040000	0.0154783	0.0078
54060000	0.00079968	0.0004
54080000	0.499591	0.5143
54100000	0.00657822	0.0033
54120000	0.232381	0.1342
54140000	0.0049875	0.0025
54160000	0.0150845	0.0076
54180000	0.00059982	0.0003
54200000	0.00538542	0.0027
54220000	0.00319488	0.0016
54240000	0.195644	0.1099
54260000	0.498669	0.5258
54280000	0.387567	0.7371
54300000	0.0322621	0.9836
54320000	0.0386238	0.9803
54340000	0.499926	0.4939
54360000	0.20278	0.1145
54380000	0.00039992	0.0002
54400000	0.430734	0.6861
54420000	0.49191	0.5636
54440000	0.0386238	0.0197
54460000	0.00119928	0.0006
54480000	0.132604	0.0714
54500000	0.397214	0.2733
54520000	0.279286	0.1678
54540000	0.239647	0.1392
54560000	0.234134	0.8646
54580000	0	1
54600000	0	1
54620000	0.0049875	0.9975
54640000	0.00159872	0.9992
54660000	0.343983	0.7793
54680000	0.0326489	0.9834
54700000	0.0548095	0.9718
54720000	0.0775357	0.9596
54740000	0.00478848	0.0024
54760000	0.498905	0.5234
54780000	0.465152	0.632
54800000	0.00019998	0.9999
54820000	0.235299	0.8638
54840000	0.00019998	0.9999
54860000	0.001998	0.999
54880000	0.00955392	0.9952
54900000	0.345654	0.7778
54920000	0.0879496	0.9539
54940000	0.00039992	0.0002
54960000	0.312115	0.1935
54980000	0.453243	0.6529
55000000	0.0899443	0.0472
55020000	0.0069755	0.0035
55040000	0.0131129	0.0066
55060000	0.0708915	0.0368
55080000	0.370256	0.7547
55100000	0.306434	0.8111
55120000	0.104839	0.9445
55140000	0.0852217	0.9554
55160000	0.196891	0.8893
55180000	0.461746	0.3617
55200000	0	1
55220000	0.499556	0.4851
55240000	0	1
55260000	0.0835806	0.0437
55280000	0.226496	0.1302
55300000	0.00059982	0.0003
55320000	0.230328	0.8672
55340000	0.0142963	0.0072
55360000	0.251487	0.1475
55380000	0	0
55400000	0.0359302	0.0183
55420000	0.0299379	0.0152
55440000	0.0215624	0.0109
55460000	0.0863139	0.0452
55480000	0.109626	0.0582
55500000	0.00657822	0.9967
55520000	0	1
55540000	0.328887	0.7925
55560000	0.384704	0.7401
55580000	0.329238	0.7922
55600000	0.0307133	0.9844
55620000	0.36334	0.7614
55640000	0.461247	0.6392
55660000	0.43599	0.3211
55680000	0	0
55700000	0.49871	0.4746
55720000	0.315897	0.8034
55740000	0.00757112	0.0038
55760000	0.00139902	0.0007
55780000	0	0
55800000	0.0131129	0.0066
55820000	0.061952	0.032
55840000	0.0009995	0.9995
55860000	0.301928	0.8147
55880000	0.292245	0.1777
55900000	0.050648	0.026
55920000	0.192829	0.8919
55940000	0.100203	0.9471
55960000	0.164456	0.0904
55980000	0.457543	0.6457
56000000	0.493502	0.557
56020000	0.137218	0.9259
56040000	0.452753	0.6537
56060000	0.431698	0.3152
56080000	0.444422	0.6667
56100000	0.0150845	0.0076
56120000	0.0190157	0.0096
56140000	0.117537	0.9373
56160000	0	1
56180000	0.001998	0.999
56200000	0	1
56220000	0.200617	0.1131
56240000	0.00637952	0.0032
56260000	0.001998	0.001
56280000	0	0
56300000	0.00079968	0.0004
56320000	0.122941	0.0658
56340000	0.0176416	0.0089
56360000	0.263328	0.156
56380000	0.242382	0.1411
56400000	0	1
56420000	0.00717408	0.9964
56440000	0.344541	0.7788
56460000	0.353226	0.7709
56480000	0	1
56500000	0	1
56520000	0.00618078	0.9969
56540000	0.00239712	0.9988
56560000	0.0209753	0.9894
56580000	0	0
56600000	0.476499	0.3916
56620000	0.343424	0.7798
56640000	0	1
56660000	0	1
56680000	0	1
56700000	0	1
56720000	0	1
56740000	0.00339422	0.9983
56760000	0.187792	0.8951
56780000	0.00219758	0.9989
56800000	0.0144934	0.9927
56820000	0.00059982	0.9997
56840000	0.0174451	0.9912
56860000	0.0447512	0.9771
56880000	0.329355	0.7921
56900000	0.00935582	0.0047
56920000	0.0144934	0.0073
56940000	0.184941	0.1031
56960000	0.42024	0.6997
56980000	0.0219536	0.9889
57000000	0	1
57020000	0.25514	0.1501
57040000	0	1
57060000	0.00059982	0.9997
57080000	0.00019998	0.9999
57100000	0.499143	0.5207
57120000	0.00079968	0.9996
57140000	0.190788	0.8932
57160000	0.0343875	0.9825
57180000	0.00159872	0.9992
57200000	0	1
57220000	0.0254672	0.9871
57240000	0	1
57260000	0.005982	0.997
57280000	0.450261	0.3423
57300000	0.448544	0.6604
57320000	0.00119928	0.0006
57340000	0.472669	0.3831
57360000	0	0
57380000	0.220098	0.1259
57400000	0.282332	0.1701
57420000	0.256119	0.8492
57440000	0.18351	0.8978
57460000	0.00039992	0.9998
57480000	0.00618078	0.9969
57500000	0.0272191	0.9862
57520000	0.00239712	0.9988
57540000	0.00019998	0.9999
57560000	0.103059	0.9455
57580000	0.00019998	0.9999
57600000	0.00339422	0.9983
57620000	0	1
57640000	0.30842	0.8095
57660000	0.0512166	0.0263
57680000	0.0029955	0.0015
57700000	0	0
57720000	0.00776958	0.0039
57740000	0.0380473	0.0194
57760000	0	0
57780000	0.377586	0.2526
57800000	0	0
57820000	0.00538542	0.0027
57840000	0.269344	0.8396
57860000	0.112624	0.9401
57880000	0.345321	0.7781
57900000	0.0826675	0.9568
57920000	0.464569	0.6331
57940000	0.443686	0.6678
57960000	0.0451328	0.0231
57980000	0.0182307	0.0092
58000000	0.405126	0.7178
58020000	0.491314	0.4341
58040000	0.272997	0.8369
58060000	0.297243	0.8184
58080000	0.426656	0.6915
58100000	0	1
58120000	0.0049875	0.9975
58140000	0.047419	0.9757
58160000	0.00119928	0.9994
58180000	0.390207	0.7343
58200000	0.00059982	0.9997
58220000	0	1
58240000	0.101811	0.9462
58260000	0.232088	0.866
58280000	0.029744	0.9849
58300000	0.161829	0.9112
58320000	0.410027	0.2879
58340000	0.162322	0.9109
58360000	0	1
58380000	0.00139902	0.9993
58400000	0.001998	0.999
58420000	0.235881	0.1366
58440000	0.0239072	0.0121
58460000	0	0
58480000	0.208458	0.1182
58500000	0.0174451	0.0088
58520000	0.0287737	0.0146
58540000	0.00757112	0.0038
58560000	0.063822	0.033
58580000	0.0176416	0.0089
58600000	0.0089595	0.9955
58620000	0.455	0.65
58640000	0.102525	0.0542
58660000	0.00059982	0.0003
58680000	0	0
58700000	0.00079968	0.0004
58720000	0.031488	0.016
58740000	0.0634483	0.0328
58760000	0.497809	0.4669
58780000	0.0347734	0.0177
58800000	0	0
58820000	0.312361	0.1937
58840000	0.0753267	0.9608
58860000	0.00079968	0.9996
58880000	0.460744	0.6401
58900000	0.17984	0.0999
58920000	0.193769	0.1087
58940000	0.212718	0.121
58960000	0.462132	0.3624
58980000	0.491022	0.433
59000000	0.360819	0.2362
59020000	0.21044	0.1195
59040000	0.184623	0.1029
59060000	0.269072	0.1602
59080000	0.273939	0.1638
59100000	0.0182307	0.9908
59120000	0.372386	0.7526
59140000	0.351269	0.7727
59160000	0.0201919	0.9898
59180000	0.00737262	0.9963
59200000	0.10484	0.0555
59220000	0.0758795	0.0395
59240000	0.118935	0.9365
59260000	0	1
59280000	0.00039992	0.9998
59300000	0.00836472	0.9958
59320000	0.0426495	0.0218
59340000	0.471248	0.3801
59360000	0.470475	0.3785
59380000	0.0455142	0.0233
59400000	0	0
59420000	0.0758795	0.9605
59440000	0.311748	0.8068
59460000	0.0436054	0.9777
59480000	0.0029955	0.9985
59500000	0.276353	0.8344
59520000	0.0982335	0.9482
59540000	0.422854	0.6964
59560000	0.497051	0.4616
59580000	0	1
59600000	0.0258568	0.9869
59620000	0.336522	0.7859
59640000	0.0049875	0.9975
59660000	0.00955392	0.9952
59680000	0.00139902	0.9993
59700000	0.0671779	0.9652
59720000	0.361346	0.7633
59740000	0	1
59760000	0.0150845	0.9924
59780000	0.0172486	0.9913
59800000	0.376992	0.748
59820000	0	1
59840000	0.003992	0.998
59860000	0.320959	0.7992
59880000	0.00059982	0.0003
59900000	0.358913	0.2344
59920000	0.0910303	0.0478
59940000	0.369337	0.7556
59960000	0.134829	0.9273
59980000	0.0049875	0.9975
60000000	0	1
60020000	0.00039992	0.9998
60040000	0.166909	0.9081
60060000	0.0283853	0.9856
60080000	0.00039992	0.9998
60100000	0.0239072	0.9879
60120000	0.480753	0.5981
60140000	0.43599	0.3211
60160000	0.0476093	0.0244
60180000	0.00039992	0.0002
60200000	0	0
60220000	0.461691	0.3616
60240000	0.019604	0.9901
60260000	0.003992	0.998
60280000	0	1
60300000	0	1
60320000	0.364904	0.2401
60340000	0.0922955	0.9515
60360000	0.00039992	0.9998
60380000	0.498041	0.5313
60400000	0.304937	0.8123
60420000	0.0291619	0.9852
60440000	0.0103459	0.9948
60460000	0.00578318	0.9971
60480000	0.00019998	0.9999
60500000	0.0403513	0.9794
60520000	0.303561	0.8134
60540000	0.00019998	0.9999
60560000	0.167072	0.908
60580000	0.00019998	0.9999
60600000	0	1
60620000	0.16462	0.9095
60640000	0.464302	0.6336
60660000	0.499893	0.4927
60680000	0.011928	0.994
60700000	0	1
60720000	0.493817	0.4444
60740000	0.00059982	0.0003
60760000	0.487296	0.5797
60780000	0.175343	0.9029
60800000	0	1
60820000	0	1
60840000	0.165765	0.9088
60860000	0	1
60880000	0	1
60900000	0.498553	0.4731
60920000	0.00179838	0.0009
60940000	0.00776958	0.0039
60960000	0.196579	0.1105
60980000	0.0679219	0.0352
61000000	0.230622	0.867
61020000	0.347648	0.776
61040000	0.00059982	0.9997
61060000	0.00359352	0.9982
61080000	0.0751424	0.9609
61100000	0	1
61120000	0.044942	0.977
61140000	0	1
61160000	0	1
61180000	0	1
61200000	0.122246	0.9346
61220000	0.282991	0.8294
61240000	0.0279967	0.9858
61260000	0.0009995	0.9995
61280000	0.00558432	0.9972
61300000	0.033422	0.983
61320000	0.470959	0.6205
61340000	0.041118	0.021
61360000	0.484862	0.587
61380000	0	1
61400000	0.170003	0.9062
61420000	0.434767	0.3194
61440000	0.0791886	0.0413
61460000	0	0
61480000	0	0
61500000	0.0115327	0.0058
61520000	0.498476	0.5276
61540000	0.0089595	0.9955
61560000	0.486781	0.5813
61580000	0.243242	0.1417
61600000	0.437129	0.6773
61620000	0.00119928	0.0006
61640000	0.190158	0.1064
61660000	0.384319	0.2595
61680000	0.00039992	0.0002
61700000	0.00518648	0.0026
61720000	0.00119928	0.0006
61740000	0.00039992	0.0002
61760000	0.359338	0.2348
61780000	0.177917	0.0987
61800000	0.21935	0.1254
61820000	0.0135075	0.0068
61840000	0.0209753	0.0106
61860000	0.42581	0.3074
61880000	0.246813	0.1442
61900000	0.140618	0.0761
61920000	0	0
61940000	0.103772	0.0549
61960000	0.157539	0.0862
61980000	0.462187	0.3625
62000000	0.0244925	0.0124
62020000	0.00059982	0.0003
62040000	0.0399677	0.9796
62060000	0.270565	0.8387
62080000	0.341628	0.7814
62100000	0.046848	0.976
62120000	0.0343875	0.9825
62140000	0.498015	0.4685
62160000	0.499415	0.4829
62180000	0	1
62200000	0	1
62220000	0.102881	0.9456
62240000	0.333074	0.7889
62260000	0.342415	0.7807
62280000	0.0384317	0.0196
62300000	0.0129155	0.0065
62320000	0	0
62340000	0	0
62360000	0	0
62380000	0	0
62400000	0.308172	0.1903
62420000	0.0989503	0.0522
62440000	0.00538542	0.0027
62460000	0.029356	0.0149
62480000	0.231795	0.1338
62500000	0.491472	0.4347
62520000	0.41521	0.7059
62540000	0.29737	0.1817
62560000	0	0
62580000	0.488265	0.4234
62600000	0	0
62620000	0.0301318	0.0153
62640000	0.181438	0.1009
62660000	0.00039992	0.0002
62680000	0.217999	0.1245
62700000	0.0777195	0.0405
62720000	0.212111	0.1206
62740000	0.449819	0.3416
62760000	0.34897	0.2252
62780000	0.233112	0.8653
62800000	0.13909	0.9248
62820000	0.142142	0.923
62840000	0.0367006	0.9813
62860000	0.0069755	0.9965
62880000	0.0993085	0.9476
62900000	0.481143	0.5971
62920000	0.007968	0.996
62940000	0.0589517	0.9696
62960000	0.00039992	0.0002
62980000	0.134145	0.9277
63000000	0.393924	0.7303
63020000	0.0874047	0.0458
63040000	0	0
63060000	0	0
63080000	0	0
63100000	0.245958	0.1436
63120000	0.443485	0.3319
63140000	0	1
63160000	0.00876128	0.9956
63180000	0.00039992	0.9998
63200000	0.0437965	0.9776
63220000	0.270429	0.8388
63240000	0.0570713	0.9706
63260000	0.307552	0.8102
63280000	0.00079968	0.9996
63300000	0.00578318	0.9971
63320000	0.0821192	0.9571
63340000	0.39585	0.2718
63360000	0.0384317	0.0196
63380000	0.0839456	0.0439
63400000	0.458182	0.6446
63420000	0.00179838	0.9991
63440000	0.1379	0.9255
63460000	0.00139902	0.9993
63480000	0.485277	0.5858
63500000	0.274074	0.8361
63520000	0.442946	0.6689
63540000	0.406515	0.7162
63560000	0.492991	0.4408
63580000	0.198757	0.1119
63600000	0	0
63620000	0.176953	0.0981
63640000	0.0186233	0.0094
63660000	0.00419118	0.0021
63680000	0.0231262	0.0117
63700000	0	0
63720000	0	0
63740000	0.125888	0.0675
63760000	0.0645689	0.0334
63780000	0.0148875	0.0075
63800000	0.287578	0.1741
63820000	0.301046	0.1846
63840000	0.0628875	0.0325
63860000	0.214685	0.1223
63880000	0.498638	0.4739
63900000	0.318437	0.1987
63920000	0	0
63940000	0.0009995	0.0005
63960000	0.00119928	0.0006
63980000	0.00039992	0.0002
64000000	0.0477995	0.0245
64020000	0.317592	0.802
64040000	0.00458942	0.9977
64060000	0.499944	0.5053
64080000	0.0852217	0.9554
64100000	0.111391	0.9408
64120000	0.458873	0.3566
64140000	0.00975198	0.0049
64160000	0.0260515	0.0132
64180000	0.480517	0.4013
64200000	0.0209753	0.9894
64220000	0.0483699	0.9752
64240000	0.00079968	0.9996
64260000	0.00618078	0.9969
64280000	0.356888	0.7675
64300000	0.401787	0.2784
64320000	0.226792	0.1304
64340000	0.429312	0.688
64360000	0.384319	0.2595
64380000	0	0
64400000	0.003992	0.002
64420000	0.150552	0.082
64440000	0.479638	0.6009
64460000	0.310518	0.8078
64480000	0.117887	0.9371
64500000	0.00159872	0.9992
64520000	0.15005	0.9183
64540000	0.124502	0.9333
64560000	0.46531	0.6317
64580000	0.431402	0.3148
64600000	0.111038	0.059
64620000	0.470621	0.6212
64640000	0.330987	0.7907
64660000	0.22546	0.1295
64680000	0.00856302	0.0043
64700000	0.0150845	0.0076
64720000	0.117012	0.0624
64740000	0.493884	0.5553
64760000	0.00419118	0.0021
64780000	0.0115327	0.0058
64800000	0	0
64820000	0.378574	0.2536
64840000	0.474417	0.3869
64860000	0.117887	0.0629
64880000	0.0361229	0.0184
64900000	0.397577	0.2737
64920000	0	1
64940000	0.0721875	0.9625
64960000	0	1
64980000	0	1
65000000	0.158036	0.9135
65020000	0.470427	0.6216
65040000	0.0762478	0.0397
65060000	0.291729	0.1773
65080000	0.00259662	0.9987
65100000	0	1
65120000	0.214232	0.878
65140000	0.059515	0.9693
65160000	0.0416926	0.9787
65180000	0.0160688	0.9919
65200000	0.0089595	0.9955
65220000	0	1
65240000	0	1
65260000	0.00816638	0.9959
65280000	0.00538542	0.9973
65300000	0.047419	0.9757
65320000	0.0420755	0.9785
65340000	0.491961	0.4366
65360000	0.116837	0.0623
65380000	0.0215624	0.0109
65400000	0.124156	0.0665
65420000	0.492411	0.5616
65440000	0.498454	0.4722
65460000	0.00478848	0.9976
65480000	0.0930176	0.9511
65500000	0.011335	0.9943
65520000	0	1
65540000	0.0515955	0.9735
65560000	0.233842	0.8648
65580000	0.382775	0.7421
65600000	0.358594	0.2341
65620000	0.093739	0.9507
65640000	0.14871	0.9191
65660000	0.00239712	0.9988
65680000	0	1
65700000	0	1
65720000	0	1
65740000	0.315533	0.8037
65760000	0.393647	0.7306
65780000	0.0351592	0.9821
65800000	0.046848	0.976
65820000	0.0190157	0.9904
65840000	0	1
65860000	0.0009995	0.9995
65880000	0	1
65900000	0.40161	0.7218
65920000	0.00279608	0.0014
65940000	0	0
65960000	0	0
65980000	0.166256	0.0915
66000000	0.302557	0.1858
66020000	0.00359352	0.0018
66040000	0.0105438	0.0053
66060000	0.32795	0.2067
66080000	0.0069755	0.9965
66100000	0.0587638	0.9697
66120000	0.00578318	0.9971
66140000	0.00359352	0.9982
66160000	0.257095	0.1515
66180000	0	0
66200000	0.0908494	0.0477
66220000	0.417582	0.297
66240000	0.0117304	0.0059
66260000	0.313706	0.1948
66280000	0.127788	0.0686
66300000	0.0413096	0.0211
66320000	0.0973366	0.9487
66340000	0.215591	0.8771
66360000	0.00379278	0.9981
66380000	0.0258568	0.0131
66400000	0.00279608	0.0014
66420000	0.494798	0.551
66440000	0.00119928	0.9994
66460000	0.270971	0.8384
66480000	0	1
66500000	0	1
66520000	0.103416	0.9453
66540000	0.412889	0.7087
66560000	0.00379278	0.0019
66580000	0.40364	0.2805
66600000	0	0
66620000	0.440556	0.6724
66640000	0	1
66660000	0.387187	0.7375
66680000	0.19798	0.1114
66700000	0.00019998	0.0001
66720000	0	0
66740000	0.210135	0.8807
66760000	0.00179838	0.0009
66780000	0.00637952	0.0032
66800000	0.499849	0.5087
66820000	0.45482	0.3497
66840000	0.00119928	0.0006
66860000	0.495823	0.4543
66880000	0.005982	0.003
66900000	0.163308	0.0897
66920000	0	1
66940000	0.0186233	0.9906
66960000	0.087223	0.0457
66980000	0.409517	0.2873
67000000	0.0866777	0.0454
67020000	0.444021	0.3327
67040000	0.458988	0.6432
67060000	0.174376	0.9035
67080000	0.426195	0.3079
67100000	0.335606	0.2133
67120000	0.001998	0.001
67140000	0.130372	0.0701
67160000	0	0
67180000	0.00995	0.005
67200000	0.202317	0.1142
67220000	0.39521	0.2711
67240000	0.00059982	0.9997
67260000	0.159027	0.9129
67280000	0.00558432	0.9972
67300000	0.496093	0.4558
67320000	0	0
67340000	0.427038	0.691
67360000	0.185417	0.8966
67380000	0.00039992	0.9998
67400000	0.256538	0.8489
67420000	0.0305195	0.9845
67440000	0.270429	0.8388
67460000	0.0272191	0.9862
67480000	0.300414	0.8159
67500000	0.238346	0.8617
67520000	0.007968	0.996
67540000	0.00079968	0.9996
67560000	0.00059982	0.9997
67580000	0	1
67600000	0.087223	0.9543
67620000	0.499672	0.4872
67640000	0.202934	0.8854
67660000	0.38823	0.7364
67680000	0.45524	0.6496
67700000	0.001998	0.001
67720000	0.143156	0.9224
67740000	0.0160688	0.9919
67760000	0.00019998	0.9999
67780000	0.463008	0.636
67800000	0.388419	0.7362
67820000	0.495315	0.4516
67840000	0.143663	0.9221
67860000	0.455896	0.3515
67880000	0.492137	0.5627
67900000	0.00657822	0.9967
67920000	0.00019998	0.9999
67940000	0.0186233	0.9906
67960000	0.0279967	0.9858
67980000	0.114734	0.9389
68000000	0.414136	0.7072
68020000	0.00079968	0.0004
68040000	0	0
68060000	0.0168555	0.0085
68080000	0	0
68100000	0.00816638	0.0041
68120000	0.153555	0.0838
68140000	0.403903	0.2808
68160000	0.412554	0.7091
68180000	0.49998	0.4968
68200000	0.00019998	0.9999
68220000	0.0401595	0.9795
68240000	0	1
68260000	0.030907	0.9843
68280000	0.00139902	0.9993
68300000	0.0413096	0.9789
68320000	0.322868	0.7976
68340000	0.107679	0.0571
68360000	0.25486	0.1499
68380000	0.329004	0.2076
68400000	0.453426	0.3474
68420000	0.253177	0.8513
68440000	0.174214	0.9036
68460000	0.0647555	0.9665
68480000	0.0686653	0.9644
68500000	0	1
68520000	0.0154783	0.9922
68540000	0	1
68560000	0	1
68580000	0.00059982	0.9997
68600000	0.292245	0.8223
68620000	0	1
68640000	0.258487	0.8475
68660000	0.00538542	0.9973
68680000	0.00159872	0.9992
68700000	0	1
68720000	0.216797	0.8763
68740000	0	1
68760000	0.472105	0.3819
68780000	0.429987	0.3129
68800000	0.00059982	0.9997
68820000	0.1128	0.06
68840000	0	0
68860000	0.0180344	0.0091
68880000	0.0973366	0.0513
68900000	0	1
68920000	0.422303	0.3029
68940000	0.0127181	0.0064
68960000	0.208305	0.1181
68980000	0.00039992	0.9998
69000000	0.115962	0.9382
69020000	0.494016	0.4453
69040000	0.259598	0.1533
69060000	0.34919	0.7746
69080000	0.00458942	0.9977
69100000	0.0996665	0.9474
69120000	0	1
69140000	0.0549982	0.9717
69160000	0.0029955	0.9985
69180000	0.0125206	0.9937
69200000	0	1
69220000	0.200152	0.1128
69240000	0.406429	0.2837
69260000	0	0
69280000	0.04875	0.025
69300000	0.0824848	0.0431
69320000	0.499168	0.4796
69340000	0	1
69360000	0.0121256	0.9939
69380000	0.0283853	0.0144
69400000	0	0
69420000	0	0
69440000	0.310764	0.1924
69460000	0	0
69480000	0	0
69500000	0.0546208	0.0281
69520000	0.0009995	0.0005
69540000	0.489833	0.5713
69560000	0.293661	0.1788
69580000	0	0
69600000	0.423794	0.6952
69620000	0.189686	0.1061
69640000	0.382775	0.7421
69660000	0.24724	0.1445
69680000	0	0
69700000	0.0241023	0.0122
69720000	0	0
69740000	0.127443	0.0684
69760000	0.00079968	0.0004
69780000	0.281539	0.1695
69800000	0	1
69820000	0.00039992	0.9998
69840000	0.001998	0.999
69860000	0.0260515	0.9868
69880000	0.435775	0.6792
69900000	0.0258568	0.9869
69920000	0.0570713	0.9706
69940000	0.0703355	0.9635
69960000	0.489804	0.4286
69980000	0.00059982	0.9997
70000000	0.00478848	0.9976
70020000	0.462572	0.3632
70040000	0.451764	0.3447
70060000	0.00119928	0.0006
70080000	0.00259662	0.0013
70100000	0.303812	0.8132
70120000	0.00139902	0.0007
70140000	0.242955	0.1415
70160000	0.485753	0.4156
70180000	0	0
70200000	0.00239712	0.0012
70220000	0.0231262	0.0117
70240000	0.0107417	0.0054
70260000	0.0160688	0.0081
70280000	0.0123231	0.0062
70300000	0.400631	0.2771
70320000	0	0
70340000	0.0555641	0.0286
70360000	0	0
70380000	0.457251	0.3538
70400000	0.435559	0.3205
70420000	0.00059982	0.0003
70440000	0.215591	0.8771
70460000	0	1
70480000	0.0148875	0.9925
70500000	0.00339422	0.9983
70520000	0.472058	0.6182
70540000	0	1
70560000	0.32048	0.7996
70580000	0.498848	0.524
70600000	0.331568	0.2098
70620000	0.159357	0.0873
70640000	0.043032	0.022
70660000	0.00856302	0.0043
70680000	0.00259662	0.0013
70700000	0	1
70720000	0.00419118	0.9979
70740000	0.00677688	0.9966
70760000	0.0359302	0.9817
70780000	0.474099	0.6138
70800000	0.0521635	0.0268
70820000	0.42581	0.3074
70840000	0.186051	0.1038
70860000	0.0660607	0.9658
70880000	0	0
70900000	0.460744	0.3599
70920000	0.212566	0.1209
70940000	0.00119928	0.0006
70960000	0.0069755	0.0035
70980000	0.396214	0.2722
71000000	0.465783	0.6308
71020000	0.387852	0.2632
71040000	0.377289	0.2523
71060000	0.00359352	0.0018
71080000	0.33122	0.2095
71100000	0.0762478	0.0397
71120000	0.452074	0.6548
71140000	0.132433	0.0713
71160000	0.0029955	0.0015
71180000	0.453426	0.3474
71200000	0.00019998	0.9999
